id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
15727,married,regularly,no,6.0,school_bus,> 10,female,group C,associate's degree,standard,none,73,65,75
15728,married,sometimes,yes,1.0,school_bus,< 5,female,group C,associate's degree,standard,none,57,79,71
15729,single,sometimes,yes,2.0,school_bus,5 - 10,female,group B,bachelor's degree,standard,completed,85,95,100
15730,married,regularly,yes,3.0,school_bus,< 5,male,group D,some high school,free/reduced,none,55,50,50
15731,married,regularly,yes,1.0,school_bus,5 - 10,male,group E,high school,standard,none,55,32,29
15732,single,sometimes,yes,2.0,school_bus,5 - 10,male,group B,associate's degree,free/reduced,none,56,54,49
15733,single,sometimes,yes,1.0,school_bus,> 10,female,group C,associate's degree,standard,none,66,73,70
15734,married,never,yes,3.0,private,5 - 10,female,group D,some high school,standard,none,69,72,69
15735,divorced,sometimes,yes,5.0,school_bus,5 - 10,female,group E,some high school,standard,none,93,96,86
15736,married,regularly,yes,4.0,,5 - 10,female,group D,some high school,standard,none,77,82,79
15737,single,sometimes,yes,1.0,private,> 10,male,group D,bachelor's degree,standard,completed,75,72,70
15738,married,never,yes,7.0,private,> 10,male,group C,high school,free/reduced,none,33,26,29
15739,married,regularly,no,2.0,school_bus,5 - 10,male,group D,high school,standard,completed,78,82,74
15740,married,never,yes,5.0,school_bus,> 10,male,group C,high school,standard,none,43,44,40
15741,single,regularly,yes,0.0,private,< 5,female,group D,master's degree,free/reduced,completed,76,82,86
15742,married,regularly,yes,,private,5 - 10,female,group B,some college,free/reduced,none,66,68,65
15743,married,sometimes,yes,3.0,,5 - 10,male,group C,bachelor's degree,free/reduced,none,73,73,62
15744,single,sometimes,no,2.0,school_bus,> 10,male,group E,bachelor's degree,standard,completed,93,86,91
15745,single,sometimes,no,4.0,school_bus,< 5,male,group D,high school,standard,none,87,87,86
15746,single,regularly,yes,2.0,,> 10,male,group D,some college,standard,none,82,72,71
15747,married,regularly,yes,0.0,school_bus,5 - 10,male,group C,some college,standard,completed,96,89,84
15748,married,regularly,yes,1.0,school_bus,> 10,male,group D,high school,free/reduced,none,42,41,38
15749,married,regularly,yes,5.0,school_bus,5 - 10,male,group E,master's degree,free/reduced,none,80,72,71
15750,married,sometimes,yes,2.0,private,5 - 10,female,group B,bachelor's degree,standard,none,68,71,72
15751,married,regularly,yes,2.0,,5 - 10,male,group C,high school,standard,completed,72,80,72
15752,single,never,no,3.0,private,> 10,male,group C,some college,standard,completed,82,84,78
15753,single,sometimes,no,2.0,private,5 - 10,male,group A,high school,standard,completed,85,83,76
15754,married,regularly,no,4.0,private,5 - 10,male,group D,high school,free/reduced,completed,52,48,50
15755,married,sometimes,no,1.0,private,5 - 10,male,group D,master's degree,standard,none,70,73,71
15756,single,,yes,3.0,school_bus,5 - 10,male,group B,associate's degree,standard,none,72,66,62
15757,divorced,sometimes,yes,0.0,school_bus,5 - 10,female,group C,some high school,standard,none,62,75,75
15758,married,never,yes,0.0,private,< 5,female,group B,high school,standard,completed,63,76,72
15759,married,,yes,3.0,school_bus,5 - 10,male,group B,associate's degree,free/reduced,completed,69,77,68
15760,married,never,no,1.0,private,5 - 10,female,group E,some college,free/reduced,none,68,81,80
15761,single,never,yes,3.0,school_bus,,male,group E,bachelor's degree,standard,completed,98,100,94
15762,married,never,yes,5.0,school_bus,5 - 10,male,group E,some high school,free/reduced,completed,81,63,67
15763,single,never,no,5.0,school_bus,< 5,male,group D,associate's degree,free/reduced,none,78,73,73
15764,single,regularly,no,4.0,private,> 10,male,group D,some college,standard,none,67,65,64
15765,single,sometimes,yes,,private,5 - 10,female,group C,some college,standard,none,60,79,77
15766,divorced,regularly,no,1.0,private,< 5,female,group C,some college,free/reduced,none,46,56,58
15767,divorced,sometimes,yes,1.0,private,5 - 10,female,group D,some high school,standard,none,79,85,79
15768,single,sometimes,yes,3.0,school_bus,< 5,male,group C,master's degree,standard,none,66,61,55
15769,married,regularly,yes,1.0,private,5 - 10,female,group E,associate's degree,standard,none,83,89,93
15770,single,sometimes,yes,2.0,private,5 - 10,male,group D,high school,standard,completed,89,80,83
15771,married,regularly,yes,2.0,school_bus,5 - 10,male,group E,high school,free/reduced,none,91,70,68
15772,single,regularly,yes,2.0,private,5 - 10,female,group B,some college,standard,none,60,66,69
15773,married,sometimes,yes,2.0,private,< 5,female,group E,some college,standard,completed,70,81,85
15774,widowed,regularly,yes,4.0,school_bus,5 - 10,male,group E,some college,free/reduced,none,84,76,80
15775,divorced,sometimes,yes,3.0,school_bus,5 - 10,female,group D,high school,standard,none,76,74,73
15776,married,regularly,yes,0.0,school_bus,5 - 10,female,group B,some college,free/reduced,none,50,66,66
15777,single,never,yes,2.0,school_bus,5 - 10,male,group C,bachelor's degree,standard,none,95,85,82
15778,single,regularly,yes,1.0,school_bus,5 - 10,male,group E,some college,standard,completed,97,90,91
15779,married,regularly,yes,2.0,,5 - 10,male,group D,associate's degree,free/reduced,none,70,65,65
15780,married,regularly,yes,2.0,private,< 5,male,group C,associate's degree,standard,none,81,72,74
15781,married,regularly,yes,1.0,private,< 5,female,group C,associate's degree,free/reduced,none,63,75,72
15782,married,sometimes,yes,5.0,school_bus,5 - 10,female,group D,bachelor's degree,standard,none,81,80,85
15783,single,regularly,no,2.0,,5 - 10,male,group C,bachelor's degree,free/reduced,completed,78,77,78
15784,married,sometimes,yes,3.0,private,5 - 10,male,group E,some college,free/reduced,none,92,70,69
15785,divorced,regularly,yes,0.0,school_bus,5 - 10,female,group D,associate's degree,free/reduced,none,69,82,87
15786,married,sometimes,no,1.0,school_bus,5 - 10,female,group C,some college,standard,none,60,64,68
15787,widowed,sometimes,yes,0.0,,> 10,male,group A,associate's degree,standard,completed,65,64,72
15788,single,sometimes,yes,3.0,school_bus,5 - 10,male,group D,high school,standard,none,71,65,61
15789,single,regularly,yes,0.0,school_bus,5 - 10,male,group E,some college,free/reduced,none,86,80,76
15790,single,regularly,yes,3.0,,< 5,female,group E,high school,standard,none,85,95,97
15791,married,never,yes,2.0,school_bus,5 - 10,female,group D,high school,free/reduced,none,46,50,51
15792,single,sometimes,no,1.0,school_bus,5 - 10,male,group B,some college,standard,completed,79,85,79
15793,married,,no,4.0,school_bus,< 5,female,group C,some high school,standard,none,65,73,74
15794,married,regularly,yes,3.0,school_bus,> 10,male,group C,some college,free/reduced,completed,45,47,44
15795,divorced,never,no,5.0,school_bus,< 5,female,group C,associate's degree,standard,none,67,80,76
15796,married,sometimes,no,2.0,school_bus,> 10,male,group E,master's degree,standard,completed,81,70,72
15797,single,sometimes,yes,0.0,private,5 - 10,male,group B,master's degree,standard,none,68,68,64
15798,married,sometimes,yes,2.0,private,5 - 10,female,group B,high school,standard,none,61,67,65
15799,married,sometimes,no,2.0,school_bus,> 10,male,group C,master's degree,standard,none,96,87,84
15800,single,,yes,3.0,school_bus,< 5,female,group D,high school,standard,completed,91,99,100
15801,married,sometimes,no,1.0,school_bus,5 - 10,male,group B,associate's degree,standard,none,56,61,59
15802,single,regularly,no,1.0,private,< 5,male,group B,associate's degree,free/reduced,none,47,45,49
15803,single,sometimes,no,1.0,private,> 10,male,group C,master's degree,standard,completed,71,75,77
15804,,sometimes,yes,0.0,school_bus,< 5,female,group C,associate's degree,standard,none,90,91,95
15805,divorced,never,no,1.0,private,5 - 10,female,group C,some high school,standard,none,63,58,62
15806,married,regularly,no,1.0,,5 - 10,female,group C,high school,free/reduced,none,37,50,45
15807,married,regularly,yes,0.0,school_bus,5 - 10,male,group C,master's degree,free/reduced,none,55,58,54
15808,married,sometimes,no,3.0,private,> 10,female,group C,associate's degree,standard,none,59,67,66
15809,single,sometimes,yes,3.0,,< 5,male,group A,some high school,standard,none,56,59,54
15810,married,never,yes,1.0,school_bus,< 5,male,group C,high school,free/reduced,completed,66,65,63
15811,married,sometimes,no,2.0,school_bus,< 5,male,group B,some high school,standard,completed,54,57,57
15812,married,sometimes,yes,1.0,private,< 5,female,group C,some high school,free/reduced,none,40,63,56
15813,single,regularly,yes,3.0,private,5 - 10,male,group D,high school,free/reduced,none,51,52,44
15814,single,regularly,no,2.0,school_bus,< 5,male,group D,some college,free/reduced,completed,63,55,60
15815,divorced,sometimes,no,2.0,school_bus,5 - 10,male,group D,master's degree,standard,none,58,58,60
15816,married,sometimes,yes,0.0,school_bus,5 - 10,male,group C,high school,standard,none,77,57,55
15817,married,sometimes,yes,0.0,school_bus,5 - 10,female,group C,some college,standard,completed,83,100,99
15818,single,sometimes,yes,0.0,,< 5,male,group C,some high school,standard,completed,55,53,53
15819,divorced,regularly,,1.0,school_bus,5 - 10,male,group D,bachelor's degree,standard,completed,66,57,68
15820,married,sometimes,no,3.0,school_bus,> 10,male,group A,associate's degree,standard,none,81,76,73
15821,married,never,yes,1.0,school_bus,> 10,female,group D,some college,free/reduced,completed,54,76,73
15822,,regularly,yes,0.0,school_bus,5 - 10,male,group E,bachelor's degree,standard,none,97,81,81
15823,married,sometimes,no,4.0,school_bus,> 10,male,group E,associate's degree,standard,none,91,80,76
15824,married,sometimes,no,2.0,,< 5,male,group A,bachelor's degree,standard,none,92,80,86
15825,married,sometimes,yes,1.0,school_bus,5 - 10,male,group D,high school,standard,none,77,80,75
15826,single,sometimes,yes,2.0,school_bus,> 10,male,group E,bachelor's degree,free/reduced,none,48,38,38
15827,married,sometimes,yes,3.0,school_bus,5 - 10,female,group B,some college,standard,none,50,63,66
15828,married,regularly,yes,2.0,private,< 5,male,group B,master's degree,standard,completed,61,68,69
15829,married,sometimes,,3.0,private,< 5,female,group D,high school,standard,none,83,87,85
15830,married,regularly,no,1.0,private,5 - 10,female,group B,associate's degree,standard,none,63,74,73
15831,single,regularly,yes,5.0,private,5 - 10,female,group C,some college,standard,none,59,69,68
15832,married,sometimes,yes,2.0,private,> 10,male,group D,associate's degree,standard,none,85,78,75
15833,married,regularly,no,2.0,private,,female,group E,high school,free/reduced,none,67,68,66
15834,married,sometimes,no,2.0,,< 5,female,group B,some college,free/reduced,none,40,54,51
15835,single,sometimes,yes,1.0,private,5 - 10,male,group D,high school,free/reduced,completed,76,69,70
15836,married,sometimes,no,1.0,school_bus,5 - 10,male,group C,some college,standard,none,58,49,47
15837,single,sometimes,no,1.0,private,5 - 10,male,group B,associate's degree,standard,completed,62,57,58
15838,divorced,never,yes,1.0,private,< 5,female,group C,some college,standard,completed,85,87,93
15839,married,regularly,yes,1.0,school_bus,5 - 10,female,group B,associate's degree,free/reduced,completed,56,54,63
15840,single,regularly,yes,4.0,school_bus,< 5,male,group B,some high school,free/reduced,none,59,59,57
15841,married,never,yes,4.0,school_bus,5 - 10,male,group D,high school,standard,completed,74,63,58
15842,single,sometimes,no,2.0,school_bus,< 5,male,group D,associate's degree,free/reduced,none,57,53,59
15843,married,,yes,5.0,private,5 - 10,female,group A,some high school,standard,completed,51,70,67
15844,married,sometimes,yes,3.0,private,5 - 10,female,group B,bachelor's degree,standard,completed,71,95,91
15845,divorced,sometimes,no,1.0,school_bus,> 10,male,group A,associate's degree,standard,none,61,57,56
15846,married,sometimes,no,1.0,school_bus,< 5,female,group E,master's degree,standard,none,62,65,64
15847,married,sometimes,yes,3.0,,5 - 10,female,group D,bachelor's degree,standard,none,71,75,78
15848,single,regularly,no,1.0,school_bus,< 5,female,group C,high school,standard,none,38,47,44
15849,married,sometimes,no,4.0,private,5 - 10,male,group B,some high school,standard,completed,64,61,64
15850,married,regularly,yes,0.0,school_bus,5 - 10,male,group D,bachelor's degree,standard,none,60,50,57
15851,married,sometimes,yes,2.0,school_bus,5 - 10,female,group D,bachelor's degree,standard,none,94,100,98
15852,divorced,sometimes,yes,2.0,private,> 10,female,group C,master's degree,standard,none,69,72,73
15853,married,sometimes,yes,3.0,school_bus,5 - 10,male,group E,high school,standard,none,74,71,66
15854,married,sometimes,yes,4.0,,< 5,male,group B,high school,free/reduced,completed,54,45,48
15855,married,sometimes,yes,2.0,private,5 - 10,male,group D,high school,standard,none,84,73,67
15856,divorced,sometimes,yes,0.0,private,5 - 10,female,group C,associate's degree,standard,none,87,94,93
15857,married,sometimes,yes,1.0,school_bus,5 - 10,male,group D,associate's degree,standard,none,50,52,50
15858,widowed,sometimes,yes,1.0,school_bus,> 10,female,group D,high school,standard,completed,48,60,63
15859,married,sometimes,no,1.0,private,5 - 10,male,group C,high school,standard,none,80,87,77
15860,single,regularly,yes,0.0,school_bus,5 - 10,male,group D,high school,free/reduced,none,68,69,65
15861,single,sometimes,yes,2.0,school_bus,> 10,female,group D,some college,standard,none,68,75,79
15862,divorced,never,yes,2.0,school_bus,,male,group E,high school,free/reduced,none,77,65,66
15863,married,regularly,yes,1.0,private,5 - 10,male,group B,some high school,free/reduced,completed,65,66,59
15864,single,,yes,2.0,private,5 - 10,female,group E,some high school,standard,completed,81,70,77
15865,divorced,sometimes,yes,2.0,private,5 - 10,female,group D,some college,standard,none,71,78,79
15866,married,regularly,no,2.0,private,5 - 10,male,group D,some high school,free/reduced,completed,60,54,54
15867,single,regularly,yes,1.0,private,5 - 10,male,group E,master's degree,free/reduced,completed,80,65,72
15868,divorced,sometimes,yes,,school_bus,5 - 10,male,group C,some college,standard,none,60,56,49
15869,divorced,never,yes,,private,< 5,female,group B,associate's degree,standard,completed,85,98,100
15870,divorced,never,no,1.0,,< 5,male,group D,bachelor's degree,standard,completed,74,64,68
15871,married,never,yes,0.0,private,5 - 10,female,group B,some college,standard,none,68,71,67
15872,divorced,sometimes,yes,2.0,school_bus,5 - 10,female,group E,master's degree,free/reduced,none,75,80,72
15873,married,never,yes,2.0,school_bus,> 10,male,group D,associate's degree,standard,none,64,60,58
15874,married,regularly,yes,2.0,school_bus,5 - 10,female,group C,bachelor's degree,standard,none,46,62,62
15875,married,sometimes,yes,2.0,school_bus,< 5,female,group E,master's degree,free/reduced,none,60,63,65
