id,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
14141,married,sometimes,yes,1.0,school_bus,5 - 10
14142,married,regularly,yes,4.0,private,< 5
14143,single,sometimes,no,3.0,school_bus,< 5
14144,married,sometimes,no,2.0,school_bus,5 - 10
14145,married,regularly,yes,,school_bus,< 5
14146,married,regularly,no,4.0,school_bus,5 - 10
14147,married,sometimes,no,2.0,private,< 5
14148,married,never,yes,,private,5 - 10
14149,married,never,yes,0.0,school_bus,5 - 10
14150,married,regularly,yes,3.0,private,5 - 10
14151,married,sometimes,yes,3.0,school_bus,5 - 10
14152,married,sometimes,yes,2.0,school_bus,
14153,,sometimes,yes,3.0,private,5 - 10
14154,single,sometimes,yes,2.0,school_bus,5 - 10
14155,married,regularly,yes,2.0,,5 - 10
14156,,sometimes,no,,school_bus,
14157,married,regularly,no,1.0,private,> 10
14158,married,sometimes,yes,3.0,school_bus,> 10
14159,divorced,sometimes,yes,0.0,school_bus,< 5
14160,married,sometimes,yes,1.0,private,5 - 10
14161,single,sometimes,yes,1.0,school_bus,5 - 10
14162,divorced,regularly,yes,1.0,,< 5
14163,married,sometimes,no,3.0,school_bus,5 - 10
14164,married,regularly,yes,2.0,private,< 5
14165,married,sometimes,yes,2.0,private,< 5
14166,married,regularly,no,,school_bus,5 - 10
14167,single,never,yes,,school_bus,5 - 10
14168,divorced,regularly,no,1.0,private,> 10
14169,married,sometimes,yes,0.0,private,5 - 10
14170,divorced,regularly,yes,0.0,school_bus,5 - 10
14171,married,regularly,,1.0,,5 - 10
14172,married,never,yes,,school_bus,5 - 10
14173,married,sometimes,,2.0,private,< 5
14174,widowed,never,,3.0,school_bus,5 - 10
14175,single,sometimes,yes,3.0,school_bus,5 - 10
14176,married,regularly,yes,2.0,,5 - 10
14177,married,regularly,yes,3.0,private,5 - 10
14178,divorced,regularly,yes,1.0,private,5 - 10
14179,divorced,sometimes,no,3.0,school_bus,5 - 10
14180,married,sometimes,yes,1.0,school_bus,
14181,married,sometimes,yes,4.0,private,> 10
14182,married,regularly,yes,1.0,private,< 5
14183,married,regularly,yes,2.0,school_bus,5 - 10
14184,single,sometimes,yes,,school_bus,5 - 10
14185,married,regularly,no,1.0,private,> 10
14186,married,sometimes,no,7.0,,< 5
14187,divorced,sometimes,yes,0.0,school_bus,> 10
14188,married,sometimes,no,4.0,school_bus,5 - 10
14189,divorced,never,yes,3.0,private,5 - 10
14190,married,sometimes,no,1.0,private,< 5
14191,single,,yes,4.0,private,5 - 10
14192,married,regularly,no,1.0,private,< 5
14193,married,sometimes,yes,1.0,school_bus,> 10
14194,,never,yes,2.0,,5 - 10
14195,married,sometimes,yes,0.0,school_bus,5 - 10
14196,married,regularly,yes,2.0,school_bus,5 - 10
14197,single,sometimes,no,3.0,private,5 - 10
14198,married,sometimes,no,5.0,private,> 10
14199,married,sometimes,,1.0,private,< 5
14200,married,sometimes,yes,1.0,private,> 10
14201,married,regularly,yes,1.0,private,5 - 10
14202,married,never,yes,1.0,private,5 - 10
14203,married,sometimes,yes,0.0,school_bus,> 10
14204,married,never,yes,2.0,school_bus,< 5
14205,divorced,sometimes,yes,4.0,school_bus,< 5
14206,divorced,regularly,no,1.0,school_bus,5 - 10
14207,married,regularly,no,1.0,,> 10
14208,divorced,regularly,yes,5.0,,5 - 10
14209,single,sometimes,no,3.0,private,5 - 10
14210,married,sometimes,yes,2.0,school_bus,> 10
14211,divorced,sometimes,yes,3.0,private,5 - 10
14212,widowed,regularly,no,3.0,school_bus,5 - 10
14213,married,regularly,no,,school_bus,5 - 10
14214,single,sometimes,,1.0,private,< 5
14215,married,sometimes,yes,0.0,,< 5
14216,married,never,no,1.0,school_bus,5 - 10
14217,married,sometimes,no,1.0,private,5 - 10
14218,married,never,yes,0.0,private,5 - 10
14219,married,regularly,yes,2.0,school_bus,< 5
14220,divorced,regularly,no,3.0,private,< 5
14221,divorced,sometimes,yes,2.0,private,5 - 10
14222,divorced,regularly,,3.0,school_bus,5 - 10
14223,single,regularly,yes,1.0,private,> 10
14224,married,sometimes,yes,1.0,,< 5
14225,single,regularly,no,2.0,private,5 - 10
14226,single,sometimes,no,1.0,private,5 - 10
14227,married,regularly,yes,3.0,private,5 - 10
14228,married,sometimes,yes,1.0,private,> 10
14229,married,regularly,yes,0.0,school_bus,> 10
14230,single,regularly,no,1.0,private,< 5
14231,married,regularly,no,3.0,school_bus,> 10
14232,,never,yes,4.0,school_bus,< 5
14233,single,never,no,2.0,school_bus,5 - 10
14234,married,sometimes,no,2.0,school_bus,5 - 10
14235,married,sometimes,yes,0.0,school_bus,> 10
14236,,regularly,yes,3.0,,< 5
14237,,never,yes,1.0,school_bus,5 - 10
14238,divorced,never,yes,0.0,school_bus,5 - 10
14239,married,regularly,yes,1.0,,< 5
14240,married,sometimes,yes,1.0,private,< 5
14241,married,,no,1.0,private,> 10
14242,single,regularly,yes,2.0,school_bus,> 10
14243,single,regularly,yes,1.0,school_bus,5 - 10
14244,divorced,regularly,no,4.0,private,< 5
14245,married,sometimes,yes,3.0,private,> 10
14246,married,regularly,yes,1.0,,< 5
14247,married,regularly,no,3.0,school_bus,5 - 10
14248,married,regularly,yes,4.0,private,< 5
14249,married,sometimes,yes,7.0,school_bus,5 - 10
14250,single,sometimes,yes,3.0,private,5 - 10
14251,married,regularly,no,,private,5 - 10
14252,divorced,sometimes,no,4.0,private,< 5
14253,divorced,regularly,no,3.0,private,> 10
14254,single,regularly,yes,1.0,school_bus,< 5
14255,,sometimes,yes,3.0,private,5 - 10
14256,married,never,no,1.0,school_bus,5 - 10
14257,married,sometimes,,2.0,private,5 - 10
14258,,regularly,yes,5.0,school_bus,5 - 10
14259,single,sometimes,no,4.0,private,5 - 10
14260,single,regularly,no,1.0,,< 5
14261,divorced,regularly,yes,1.0,,> 10
14262,divorced,regularly,yes,4.0,school_bus,5 - 10
14263,widowed,sometimes,yes,2.0,,> 10
14264,,sometimes,no,2.0,private,< 5
14265,married,sometimes,yes,3.0,,5 - 10
14266,married,sometimes,yes,0.0,private,< 5
14267,single,regularly,yes,0.0,school_bus,5 - 10
14268,married,regularly,yes,4.0,private,< 5
14269,single,sometimes,yes,1.0,private,5 - 10
14270,married,regularly,no,2.0,school_bus,5 - 10
14271,married,never,no,3.0,private,< 5
14272,married,,no,3.0,school_bus,5 - 10
14273,divorced,never,yes,1.0,school_bus,5 - 10
14274,married,never,no,2.0,private,> 10
14275,single,regularly,yes,3.0,school_bus,5 - 10
14276,,sometimes,no,1.0,private,> 10
14277,,regularly,no,1.0,private,5 - 10
14278,,regularly,no,3.0,school_bus,> 10
14279,single,never,no,1.0,,> 10
14280,married,regularly,yes,2.0,private,5 - 10
14281,married,regularly,yes,2.0,school_bus,5 - 10
14282,single,sometimes,,5.0,school_bus,> 10
14283,single,sometimes,yes,,school_bus,5 - 10
14284,married,regularly,yes,1.0,private,> 10
14285,single,sometimes,yes,1.0,private,> 10
14286,married,regularly,yes,1.0,private,> 10
14287,single,regularly,no,2.0,school_bus,5 - 10
14288,married,sometimes,yes,4.0,school_bus,> 10
14289,married,never,yes,3.0,school_bus,5 - 10
14290,married,sometimes,yes,1.0,private,5 - 10
14291,married,regularly,yes,2.0,school_bus,5 - 10
14292,single,sometimes,yes,2.0,school_bus,5 - 10
14293,married,sometimes,yes,0.0,school_bus,5 - 10
14294,single,regularly,yes,2.0,private,< 5
14295,married,sometimes,yes,4.0,private,< 5
14296,married,regularly,yes,3.0,private,5 - 10
14297,married,regularly,no,3.0,school_bus,5 - 10
14298,single,sometimes,yes,0.0,school_bus,< 5
14299,single,regularly,no,4.0,private,5 - 10
14300,married,sometimes,no,1.0,school_bus,5 - 10
14301,married,sometimes,yes,0.0,school_bus,5 - 10
14302,divorced,sometimes,no,2.0,school_bus,> 10
14303,married,sometimes,no,3.0,private,5 - 10
14304,divorced,sometimes,yes,0.0,school_bus,< 5
14305,single,never,yes,1.0,private,< 5
14306,divorced,regularly,yes,3.0,private,5 - 10
14307,married,sometimes,yes,4.0,private,5 - 10
14308,married,sometimes,no,4.0,private,
14309,single,sometimes,yes,1.0,private,> 10
14310,married,regularly,yes,0.0,private,< 5
14311,married,regularly,yes,1.0,private,> 10
14312,married,sometimes,yes,2.0,school_bus,< 5
14313,married,regularly,yes,0.0,,> 10
14314,divorced,sometimes,yes,0.0,private,
14315,married,sometimes,yes,2.0,school_bus,5 - 10
14316,married,regularly,no,1.0,private,> 10
14317,married,sometimes,yes,0.0,,> 10
14318,single,sometimes,no,3.0,private,> 10
14319,single,regularly,yes,2.0,private,5 - 10
14320,married,regularly,yes,1.0,private,< 5
14321,single,never,yes,3.0,school_bus,5 - 10
14322,single,sometimes,no,4.0,school_bus,5 - 10
14323,single,regularly,yes,,private,< 5
14324,divorced,sometimes,no,4.0,private,5 - 10
14325,divorced,regularly,yes,2.0,school_bus,5 - 10
14326,divorced,regularly,yes,0.0,,5 - 10
14327,single,regularly,yes,2.0,school_bus,> 10
14328,married,never,yes,1.0,,5 - 10
14329,married,sometimes,no,3.0,school_bus,5 - 10
14330,single,regularly,yes,1.0,private,5 - 10
14331,married,sometimes,yes,4.0,private,5 - 10
14332,married,,yes,,private,< 5
14333,married,sometimes,yes,3.0,private,5 - 10
14334,divorced,sometimes,yes,4.0,school_bus,5 - 10
14335,married,never,no,3.0,private,< 5
14336,married,sometimes,yes,3.0,private,5 - 10
14337,married,never,yes,1.0,private,< 5
14338,,regularly,yes,2.0,school_bus,> 10
14339,divorced,regularly,yes,3.0,school_bus,< 5
14340,divorced,,yes,0.0,school_bus,> 10
14341,divorced,sometimes,yes,2.0,school_bus,5 - 10
14342,single,sometimes,yes,2.0,private,5 - 10
14343,single,sometimes,yes,5.0,school_bus,< 5
14344,,never,no,1.0,school_bus,> 10
14345,married,sometimes,yes,1.0,private,5 - 10
14346,married,sometimes,no,4.0,school_bus,< 5
14347,single,regularly,yes,0.0,school_bus,5 - 10
14348,divorced,regularly,no,2.0,,
14349,single,sometimes,yes,2.0,private,> 10
14350,single,regularly,yes,3.0,private,5 - 10
14351,married,sometimes,no,2.0,school_bus,5 - 10
14352,married,sometimes,yes,1.0,school_bus,> 10
14353,single,sometimes,yes,1.0,school_bus,5 - 10
14354,single,sometimes,yes,1.0,school_bus,5 - 10
14355,married,sometimes,yes,1.0,private,< 5
14356,divorced,sometimes,no,3.0,school_bus,> 10
14357,single,regularly,no,2.0,school_bus,5 - 10
14358,divorced,sometimes,no,3.0,school_bus,
14359,single,sometimes,yes,1.0,school_bus,5 - 10
14360,married,sometimes,yes,4.0,school_bus,5 - 10
14361,married,sometimes,no,4.0,school_bus,< 5
14362,married,regularly,no,,private,> 10
14363,married,regularly,yes,2.0,school_bus,5 - 10
14364,married,sometimes,yes,1.0,school_bus,< 5
14365,divorced,sometimes,yes,6.0,private,> 10
14366,divorced,regularly,yes,4.0,,5 - 10
14367,divorced,never,no,3.0,private,5 - 10
14368,married,regularly,no,1.0,school_bus,5 - 10
14369,married,sometimes,yes,,school_bus,5 - 10
14370,divorced,regularly,no,1.0,private,> 10
14371,married,never,yes,1.0,school_bus,
14372,single,sometimes,no,1.0,school_bus,< 5
14373,single,sometimes,no,3.0,school_bus,< 5
14374,married,regularly,yes,3.0,,5 - 10
14375,married,sometimes,yes,3.0,private,5 - 10
14376,married,sometimes,no,1.0,school_bus,> 10
14377,married,sometimes,yes,0.0,private,5 - 10
14378,married,sometimes,yes,,,5 - 10
14379,married,regularly,yes,2.0,school_bus,< 5
14380,married,sometimes,yes,,school_bus,5 - 10
14381,single,sometimes,no,1.0,private,5 - 10
14382,divorced,sometimes,yes,1.0,school_bus,> 10
14383,married,sometimes,yes,1.0,school_bus,5 - 10
14384,married,sometimes,yes,2.0,school_bus,< 5
14385,single,,no,1.0,school_bus,
14386,married,regularly,yes,0.0,private,> 10
14387,divorced,sometimes,yes,0.0,school_bus,5 - 10
14388,married,regularly,yes,2.0,private,< 5
14389,single,regularly,yes,2.0,school_bus,5 - 10
14390,married,sometimes,yes,0.0,private,< 5
14391,divorced,sometimes,yes,1.0,school_bus,5 - 10
14392,married,sometimes,yes,1.0,,5 - 10
14393,single,never,yes,0.0,private,5 - 10
14394,single,sometimes,no,,school_bus,< 5
14395,divorced,never,no,4.0,private,> 10
14396,married,sometimes,no,2.0,school_bus,> 10
14397,,sometimes,yes,,school_bus,5 - 10
14398,married,sometimes,yes,3.0,private,> 10
14399,married,regularly,no,1.0,private,5 - 10
14400,single,sometimes,yes,3.0,private,5 - 10
14401,married,sometimes,yes,5.0,school_bus,> 10
14402,married,regularly,no,2.0,private,5 - 10
14403,single,sometimes,yes,1.0,private,< 5
14404,married,never,yes,2.0,private,5 - 10
14405,married,sometimes,no,2.0,school_bus,5 - 10
14406,divorced,regularly,no,5.0,private,5 - 10
14407,divorced,sometimes,yes,1.0,private,> 10
14408,married,never,yes,2.0,,> 10
14409,married,sometimes,no,2.0,,< 5
14410,divorced,sometimes,yes,3.0,private,5 - 10
14411,married,sometimes,yes,4.0,school_bus,> 10
14412,married,sometimes,no,1.0,school_bus,< 5
14413,single,sometimes,yes,3.0,school_bus,> 10
14414,married,sometimes,no,1.0,private,5 - 10
14415,single,regularly,yes,1.0,school_bus,> 10
14416,divorced,sometimes,yes,4.0,school_bus,< 5
14417,married,never,no,1.0,school_bus,5 - 10
14418,single,regularly,yes,5.0,school_bus,
14419,single,sometimes,yes,1.0,school_bus,5 - 10
14420,divorced,regularly,yes,1.0,school_bus,
14421,married,regularly,yes,0.0,,5 - 10
14422,divorced,regularly,yes,4.0,school_bus,> 10
14423,single,sometimes,yes,2.0,school_bus,5 - 10
14424,married,sometimes,no,5.0,school_bus,> 10
14425,married,regularly,yes,1.0,school_bus,< 5
14426,single,regularly,no,4.0,school_bus,> 10
14427,married,regularly,yes,2.0,private,
14428,married,sometimes,no,,school_bus,5 - 10
14429,married,sometimes,yes,4.0,school_bus,5 - 10
14430,divorced,sometimes,,,school_bus,5 - 10
14431,married,regularly,yes,1.0,school_bus,< 5
14432,married,regularly,no,3.0,school_bus,< 5
14433,married,sometimes,yes,1.0,school_bus,< 5
14434,married,never,yes,3.0,,5 - 10
14435,,sometimes,yes,3.0,private,5 - 10
14436,divorced,sometimes,no,3.0,school_bus,
14437,single,sometimes,yes,2.0,private,5 - 10
14438,divorced,sometimes,yes,0.0,private,5 - 10
14439,married,never,yes,3.0,private,< 5
14440,divorced,regularly,,,,5 - 10
14441,single,regularly,yes,1.0,private,5 - 10
14442,married,regularly,yes,4.0,private,
14443,married,sometimes,no,3.0,school_bus,< 5
14444,single,regularly,no,6.0,,5 - 10
14445,single,sometimes,yes,2.0,private,> 10
14446,married,sometimes,yes,0.0,school_bus,5 - 10
14447,married,sometimes,no,5.0,private,5 - 10
14448,married,regularly,no,2.0,private,< 5
14449,married,regularly,yes,3.0,private,< 5
14450,single,regularly,yes,4.0,private,5 - 10
14451,married,sometimes,no,3.0,private,5 - 10
14452,married,,yes,2.0,school_bus,5 - 10
14453,single,sometimes,yes,,school_bus,
14454,,sometimes,yes,2.0,private,> 10
14455,single,sometimes,yes,2.0,private,5 - 10
14456,single,sometimes,yes,2.0,private,5 - 10
14457,married,never,no,3.0,school_bus,5 - 10
14458,married,,yes,4.0,school_bus,5 - 10
14459,single,regularly,yes,4.0,private,5 - 10
14460,married,sometimes,yes,3.0,school_bus,> 10
14461,married,sometimes,yes,1.0,,> 10
14462,,regularly,yes,1.0,school_bus,< 5
14463,single,never,yes,4.0,private,5 - 10
14464,divorced,regularly,yes,1.0,,5 - 10
14465,single,sometimes,no,1.0,private,5 - 10
14466,divorced,sometimes,yes,1.0,school_bus,> 10
14467,married,regularly,yes,3.0,school_bus,5 - 10
14468,married,sometimes,yes,4.0,private,5 - 10
14469,married,sometimes,no,3.0,school_bus,
14470,widowed,regularly,yes,0.0,school_bus,> 10
14471,married,never,yes,3.0,school_bus,5 - 10
14472,married,,no,1.0,school_bus,5 - 10
14473,married,sometimes,no,2.0,school_bus,> 10
14474,single,never,yes,1.0,private,5 - 10
14475,married,sometimes,yes,3.0,school_bus,5 - 10
14476,divorced,regularly,yes,4.0,,> 10
14477,married,sometimes,no,1.0,school_bus,5 - 10
14478,widowed,sometimes,yes,4.0,school_bus,< 5
14479,divorced,sometimes,no,,,5 - 10
14480,divorced,sometimes,yes,6.0,school_bus,> 10
14481,married,sometimes,yes,1.0,school_bus,5 - 10
14482,married,sometimes,yes,5.0,private,
14483,,sometimes,yes,1.0,school_bus,< 5
14484,divorced,never,yes,3.0,school_bus,> 10
14485,divorced,regularly,yes,1.0,school_bus,5 - 10
14486,married,regularly,yes,2.0,school_bus,5 - 10
14487,divorced,sometimes,yes,3.0,private,5 - 10
14488,married,regularly,no,7.0,school_bus,5 - 10
14489,married,regularly,no,2.0,,> 10
14490,divorced,sometimes,yes,0.0,school_bus,5 - 10
14491,married,sometimes,no,2.0,school_bus,5 - 10
14492,married,never,yes,4.0,school_bus,> 10
14493,single,regularly,no,1.0,school_bus,> 10
14494,divorced,sometimes,yes,2.0,school_bus,< 5
14495,,sometimes,yes,0.0,private,5 - 10
14496,married,sometimes,yes,5.0,private,> 10
14497,married,sometimes,yes,1.0,school_bus,5 - 10
14498,divorced,regularly,yes,0.0,,> 10
14499,single,sometimes,yes,2.0,school_bus,5 - 10
14500,single,sometimes,no,2.0,private,5 - 10
14501,married,never,yes,0.0,private,5 - 10
14502,married,never,no,4.0,school_bus,< 5
14503,single,regularly,yes,0.0,private,< 5
14504,married,never,yes,1.0,private,5 - 10
14505,divorced,sometimes,no,2.0,private,5 - 10
14506,single,sometimes,yes,3.0,school_bus,5 - 10
14507,single,sometimes,yes,1.0,,< 5
14508,married,regularly,no,3.0,school_bus,
14509,married,sometimes,no,1.0,school_bus,< 5
14510,divorced,regularly,yes,1.0,school_bus,< 5
14511,single,sometimes,yes,3.0,school_bus,> 10
14512,divorced,regularly,yes,0.0,private,5 - 10
14513,married,sometimes,yes,2.0,private,< 5
14514,single,regularly,yes,0.0,school_bus,5 - 10
14515,married,regularly,yes,,school_bus,< 5
14516,married,never,yes,1.0,school_bus,5 - 10
14517,married,sometimes,yes,5.0,school_bus,< 5
14518,married,sometimes,no,2.0,private,
14519,divorced,sometimes,yes,1.0,school_bus,> 10
14520,single,regularly,no,3.0,,> 10
14521,married,regularly,yes,1.0,school_bus,5 - 10
14522,married,sometimes,no,,school_bus,< 5
14523,married,sometimes,yes,3.0,school_bus,5 - 10
14524,married,regularly,yes,2.0,private,> 10
14525,,sometimes,yes,3.0,school_bus,5 - 10
14526,single,regularly,no,2.0,,< 5
14527,married,regularly,yes,1.0,school_bus,> 10
14528,widowed,sometimes,no,2.0,school_bus,< 5
14529,married,never,yes,4.0,school_bus,5 - 10
14530,single,never,yes,4.0,private,5 - 10
14531,single,sometimes,yes,0.0,school_bus,> 10
14532,divorced,sometimes,yes,1.0,,5 - 10
14533,single,regularly,no,1.0,private,< 5
14534,married,regularly,yes,1.0,private,5 - 10
14535,married,sometimes,no,1.0,school_bus,5 - 10
14536,single,sometimes,yes,2.0,school_bus,5 - 10
14537,married,sometimes,yes,4.0,private,5 - 10
14538,single,never,yes,2.0,school_bus,> 10
14539,single,sometimes,yes,,school_bus,5 - 10
14540,single,regularly,,1.0,private,5 - 10
14541,married,regularly,yes,2.0,private,5 - 10
14542,married,sometimes,yes,,private,5 - 10
14543,married,regularly,yes,1.0,private,5 - 10
14544,married,sometimes,yes,2.0,school_bus,5 - 10
14545,married,sometimes,no,3.0,school_bus,5 - 10
14546,widowed,sometimes,no,3.0,school_bus,< 5
14547,single,never,no,1.0,school_bus,5 - 10
14548,married,regularly,yes,2.0,school_bus,5 - 10
14549,married,sometimes,yes,1.0,private,< 5
14550,married,never,no,3.0,school_bus,< 5
14551,widowed,sometimes,yes,1.0,,5 - 10
14552,single,regularly,yes,3.0,school_bus,
14553,widowed,regularly,no,3.0,school_bus,5 - 10
14554,single,sometimes,yes,2.0,school_bus,5 - 10
14555,single,never,yes,1.0,school_bus,5 - 10
14556,married,sometimes,no,1.0,school_bus,< 5
14557,single,sometimes,no,2.0,school_bus,5 - 10
14558,married,sometimes,yes,3.0,school_bus,< 5
14559,married,regularly,yes,0.0,school_bus,5 - 10
14560,married,,,1.0,school_bus,5 - 10
14561,married,sometimes,yes,1.0,school_bus,< 5
14562,married,sometimes,yes,3.0,private,< 5
14563,divorced,regularly,no,5.0,,< 5
14564,married,sometimes,no,2.0,private,5 - 10
14565,divorced,sometimes,no,3.0,private,< 5
14566,divorced,regularly,no,3.0,,< 5
14567,married,regularly,yes,1.0,private,5 - 10
14568,single,sometimes,yes,,private,5 - 10
14569,divorced,regularly,yes,0.0,school_bus,5 - 10
14570,married,regularly,yes,2.0,private,5 - 10
14571,single,regularly,no,4.0,private,5 - 10
14572,divorced,sometimes,yes,0.0,school_bus,< 5
14573,married,sometimes,yes,3.0,school_bus,5 - 10
14574,,sometimes,yes,1.0,school_bus,5 - 10
